Ticker,Name,Type,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ONB","OLD NATIONAL BANCORP","EQUITY","Financials","Equity","122,326,375.50","0.18","122,326,375.50","9,061,213.00","13.50","United States","NASDAQ","USD","1.00","USD","-"
"SWX","SOUTHWEST GAS HOLDINGS INC","EQUITY","Utilities","Equity","122,165,575.00","0.18","122,165,575.00","2,010,625.00","60.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KBH","KB HOME","EQUITY","Consumer Discretionary","Equity","122,117,946.60","0.18","122,117,946.60","2,525,185.00","48.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNXC","CONCENTRIX CORP","EQUITY","Industrials","Equity","121,254,580.80","0.18","121,254,580.80","1,320,856.00","91.80","United States","NASDAQ","USD","1.00","USD","-"
"ARWR","ARROWHEAD PHARMACEUTICALS INC","EQUITY","Health Care","Equity","121,026,381.00","0.18","121,026,381.00","3,350,675.00","36.12","United States","NASDAQ","USD","1.00","USD","-"
"WLK","WESTLAKE CORP","EQUITY","Materials","Equity","120,162,117.60","0.18","120,162,117.60","1,065,267.00","112.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","EQUITY","Information Technology","Equity","119,752,308.00","0.18","119,752,308.00","1,298,128.00","92.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BDC","BELDEN INC","EQUITY","Information Technology","Equity","119,352,309.12","0.18","119,352,309.12","1,324,224.00","90.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICUI","ICU MEDICAL INC","EQUITY","Health Care","Equity","118,688,249.55","0.18","118,688,249.55","623,199.00","190.45","United States","NASDAQ","USD","1.00","USD","-"
"GT","GOODYEAR TIRE & RUBBER","EQUITY","Consumer Discretionary","Equity","118,570,128.65","0.18","118,570,128.65","8,750,563.00","13.55","United States","NASDAQ","USD","1.00","USD","-"
"MAN","MANPOWER INC","EQUITY","Industrials","Equity","117,974,481.18","0.18","117,974,481.18","1,564,026.00","75.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEN","WENDYS","EQUITY","Consumer Discretionary","Equity","117,779,495.90","0.18","117,779,495.90","5,272,135.00","22.34","United States","NASDAQ","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS INC","EQUITY","Materials","Equity","117,499,286.00","0.18","117,499,286.00","2,588,090.00","45.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCH","POTLATCHDELTIC CORP","EQUITY","Real Estate","Equity","117,473,571.06","0.18","117,473,571.06","2,498,906.00","47.01","United States","NASDAQ","USD","1.00","USD","-"
"GBCI","GLACIER BANCORP INC","EQUITY","Financials","Equity","116,793,659.52","0.17","116,793,659.52","3,427,044.00","34.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIN","FIRST FINANCIAL BANKSHARES INC","EQUITY","Financials","Equity","116,492,817.09","0.17","116,492,817.09","4,015,609.00","29.01","United States","NASDAQ","USD","1.00","USD","-"
"HGV","HILTON GRAND VACATIONS INC","EQUITY","Consumer Discretionary","Equity","115,357,991.21","0.17","115,357,991.21","2,455,993.00","46.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CR","CRANE","EQUITY","Industrials","Equity","115,126,162.90","0.17","115,126,162.90","1,476,355.00","77.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCFS","FIRSTCASH HOLDINGS INC","EQUITY","Financials","Equity","114,727,758.20","0.17","114,727,758.20","1,160,038.00","98.90","United States","NASDAQ","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","EQUITY","Financials","Equity","114,671,937.43","0.17","114,671,937.43","4,099,819.00","27.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VAL","VALARIS LTD","EQUITY","Energy","Equity","114,482,041.17","0.17","114,482,041.17","1,860,589.00","61.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEX","TEREX CORP","EQUITY","Industrials","Equity","113,492,637.35","0.17","113,492,637.35","2,088,181.00","54.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGNA","TEGNA INC","EQUITY","Communication","Equity","112,643,136.96","0.17","112,643,136.96","6,902,153.00","16.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AM","ANTERO MIDSTREAM CORP","EQUITY","Energy","Equity","111,491,418.56","0.17","111,491,418.56","10,361,656.00","10.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","EQUITY","Consumer Discretionary","Equity","111,037,214.34","0.17","111,037,214.34","1,790,634.00","62.01","United States","NASDAQ","USD","1.00","USD","-"
"VLY","VALLEY NATIONAL","EQUITY","Financials","Equity","110,777,857.92","0.17","110,777,857.92","13,002,096.00","8.52","United States","NASDAQ","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","EQUITY","Information Technology","Equity","109,698,845.60","0.16","109,698,845.60","994,640.00","110.29","United States","NASDAQ","USD","1.00","USD","-"
"HWC","HANCOCK WHITNEY CORP","EQUITY","Financials","Equity","109,564,838.08","0.16","109,564,838.08","2,650,976.00","41.33","United States","NASDAQ","USD","1.00","USD","-"
"ASGN","ASGN INC","EQUITY","Industrials","Equity","108,476,431.43","0.16","108,476,431.43","1,543,709.00","70.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","EQUITY","Consumer Staples","Equity","108,045,954.92","0.16","108,045,954.92","3,274,616.00","32.99","United States","NASDAQ","USD","1.00","USD","-"
"ALE","ALLETE INC","EQUITY","Utilities","Equity","107,904,350.88","0.16","107,904,350.88","1,768,344.00","61.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FYBR","FRONTIER COMMUNICATIONS PARENT INC","EQUITY","Communication","Equity","107,804,611.44","0.16","107,804,611.44","6,897,288.00","15.63","United States","NASDAQ","USD","1.00","USD","-"
"WU","WESTERN UNION","EQUITY","Financials","Equity","106,798,519.10","0.16","106,798,519.10","9,027,770.00","11.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SR","SPIRE INC","EQUITY","Utilities","Equity","106,456,811.07","0.16","106,456,811.07","1,625,543.00","65.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCR","NCR CORP","EQUITY","Information Technology","Equity","106,173,810.24","0.16","106,173,810.24","4,269,152.00","24.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","EQUITY","Information Technology","Equity","106,146,219.90","0.16","106,146,219.90","2,119,110.00","50.09","United States","NASDAQ","USD","1.00","USD","-"
"VSH","VISHAY INTERTECHNOLOGY INC","EQUITY","Information Technology","Equity","106,060,544.10","0.16","106,060,544.10","4,008,335.00","26.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVNT","AVIENT CORP","EQUITY","Materials","Equity","105,971,165.57","0.16","105,971,165.57","2,644,651.00","40.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADNT","ADIENT PLC","EQUITY","Consumer Discretionary","Equity","104,902,575.30","0.16","104,902,575.30","2,950,846.00","35.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMCL","OMNICELL INC","EQUITY","Health Care","Equity","102,852,193.68","0.15","102,852,193.68","1,381,308.00","74.46","United States","NASDAQ","USD","1.00","USD","-"
"NWE","NORTHWESTERN CORP","EQUITY","Utilities","Equity","102,850,505.94","0.15","102,850,505.94","1,787,461.00","57.54","United States","NASDAQ","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","EQUITY","Consumer Discretionary","Equity","102,767,451.52","0.15","102,767,451.52","2,514,496.00","40.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BCO","BRINKS","EQUITY","Industrials","Equity","102,614,027.70","0.15","102,614,027.70","1,436,970.00","71.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLKB","BLACKBAUD INC","EQUITY","Information Technology","Equity","101,718,339.96","0.15","101,718,339.96","1,379,793.00","73.72","United States","NASDAQ","USD","1.00","USD","-"
"EPR","EPR PROPERTIES REIT","EQUITY","Real Estate","Equity","101,537,231.25","0.15","101,537,231.25","2,320,851.00","43.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOC","PHYSICIANS REALTY TRUST REIT","EQUITY","Real Estate","Equity","100,838,020.08","0.15","100,838,020.08","7,061,486.00","14.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESAB","ESAB CORP","EQUITY","Industrials","Equity","100,649,044.05","0.15","100,649,044.05","1,598,365.00","62.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","EQUITY","Consumer Discretionary","Equity","100,327,698.10","0.15","100,327,698.10","948,815.00","105.74","United States","NASDAQ","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL INC","EQUITY","Consumer Discretionary","Equity","100,094,977.32","0.15","100,094,977.32","857,418.00","116.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SXT","SENSIENT TECHNOLOGIES CORP","EQUITY","Materials","Equity","99,916,646.70","0.15","99,916,646.70","1,300,490.00","76.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YETI","YETI HOLDINGS INC","EQUITY","Consumer Discretionary","Equity","99,789,221.40","0.15","99,789,221.40","2,668,161.00","37.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYNA","SYNAPTICS INC","EQUITY","Information Technology","Equity","98,778,390.70","0.15","98,778,390.70","1,218,734.00","81.05","United States","NASDAQ","USD","1.00","USD","-"
"CABO","CABLE ONE INC","EQUITY","Communication","Equity","98,602,370.34","0.15","98,602,370.34","149,167.00","661.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVLT","COMMVAULT SYSTEMS INC","EQUITY","Information Technology","Equity","98,588,368.40","0.15","98,588,368.40","1,378,280.00","71.53","United States","NASDAQ","USD","1.00","USD","-"
"PK","PARK HOTELS RESORTS INC","EQUITY","Real Estate","Equity","98,354,248.44","0.15","98,354,248.44","6,955,746.00","14.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CUZ","COUSINS PROPERTIES REIT INC","EQUITY","Real Estate","Equity","98,101,633.08","0.15","98,101,633.08","4,711,894.00","20.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAM","BOSTON BEER INC CLASS A","EQUITY","Consumer Staples","Equity","97,615,636.25","0.15","97,615,636.25","291,625.00","334.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","EQUITY","Consumer Staples","Equity","97,198,144.40","0.15","97,198,144.40","142,394.00","682.60","United States","NASDAQ","USD","1.00","USD","-"
"ZD","ZIFF DAVIS INC","EQUITY","Communication","Equity","96,589,696.56","0.14","96,589,696.56","1,459,941.00","66.16","United States","NASDAQ","USD","1.00","USD","-"
"FHI","FEDERATED HERMES INC CLASS B","EQUITY","Financials","Equity","96,396,861.76","0.14","96,396,861.76","2,615,216.00","36.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PGNY","PROGYNY INC","EQUITY","Health Care","Equity","96,311,701.72","0.14","96,311,701.72","2,327,494.00","41.38","United States","NASDAQ","USD","1.00","USD","-"
"CADE","CADENCE BANK","EQUITY","Financials","Equity","96,039,073.11","0.14","96,039,073.11","4,677,987.00","20.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","EQUITY","Real Estate","Equity","95,993,791.20","0.14","95,993,791.20","2,614,210.00","36.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZTA","AZENTA INC","EQUITY","Health Care","Equity","95,601,611.04","0.14","95,601,611.04","2,137,782.00","44.72","United States","NASDAQ","USD","1.00","USD","-"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","EQUITY","Information Technology","Equity","94,664,175.88","0.14","94,664,175.88","1,597,438.00","59.26","United States","NASDAQ","USD","1.00","USD","-"
"KRC","KILROY REALTY REIT CORP","EQUITY","Real Estate","Equity","94,082,734.20","0.14","94,082,734.20","3,259,970.00","28.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL INC","EQUITY","Financials","Equity","93,276,120.96","0.14","93,276,120.96","2,112,231.00","44.16","United States","NASDAQ","USD","1.00","USD","-"
"AMED","AMEDISYS INC","EQUITY","Health Care","Equity","92,848,661.34","0.14","92,848,661.34","1,005,182.00","92.37","United States","NASDAQ","USD","1.00","USD","-"
"NARI","INARI MEDICAL INC","EQUITY","Health Care","Equity","91,839,561.76","0.14","91,839,561.76","1,493,812.00","61.48","United States","NASDAQ","USD","1.00","USD","-"
"IART","INTEGRA LIFESCIENCES HOLDINGS CORP","EQUITY","Health Care","Equity","91,419,693.47","0.14","91,419,693.47","2,247,841.00","40.67","United States","NASDAQ","USD","1.00","USD","-"
"CALX","CALIX NETWORKS INC","EQUITY","Information Technology","Equity","88,365,073.21","0.13","88,365,073.21","1,761,313.00","50.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UMBF","UMB FINANCIAL CORP","EQUITY","Financials","Equity","88,076,529.12","0.13","88,076,529.12","1,345,296.00","65.47","United States","NASDAQ","USD","1.00","USD","-"
"KMPR","KEMPER CORP","EQUITY","Financials","Equity","87,714,973.06","0.13","87,714,973.06","1,978,682.00","44.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","EQUITY","Consumer Discretionary","Equity","85,367,448.18","0.13","85,367,448.18","1,095,297.00","77.94","United States","NASDAQ","USD","1.00","USD","-"
"CNX","CNX RESOURCES CORP","EQUITY","Energy","Equity","85,208,585.22","0.13","85,208,585.22","5,263,038.00","16.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTZ","HERTZ GLOBAL HLDGS INC","EQUITY","Industrials","Equity","83,482,095.42","0.13","83,482,095.42","4,986,983.00","16.74","United States","NASDAQ","USD","1.00","USD","-"
"SBRA","SABRA HEALTH CARE REIT INC","EQUITY","Real Estate","Equity","83,459,463.36","0.12","83,459,463.36","7,145,502.00","11.68","United States","NASDAQ","USD","1.00","USD","-"
"NEU","NEWMARKET CORP","EQUITY","Materials","Equity","83,424,367.86","0.12","83,424,367.86","207,106.00","402.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMG","SCOTTS MIRACLE GRO","EQUITY","Materials","Equity","82,934,924.62","0.12","82,934,924.62","1,263,674.00","65.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MODG","TOPGOLF CALLAWAY BRANDS CORP","EQUITY","Consumer Discretionary","Equity","82,774,110.20","0.12","82,774,110.20","4,288,814.00","19.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNO","CNO FINANCIAL GROUP INC","EQUITY","Financials","Equity","82,348,972.56","0.12","82,348,972.56","3,537,327.00","23.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACIW","ACI WORLDWIDE INC","EQUITY","Information Technology","Equity","82,251,434.72","0.12","82,251,434.72","3,476,392.00","23.66","United States","NASDAQ","USD","1.00","USD","-"
"OFC","CORPORATE OFFICE PROPERTIES TRUST","EQUITY","Real Estate","Equity","82,044,085.62","0.12","82,044,085.62","3,477,918.00","23.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STAA","STAAR SURGICAL","EQUITY","Health Care","Equity","81,708,710.53","0.12","81,708,710.53","1,491,307.00","54.79","United States","NASDAQ","USD","1.00","USD","-"
"ENOV","ENOVIS CORP","EQUITY","Health Care","Equity","81,709,473.86","0.12","81,709,473.86","1,474,102.00","55.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CXT","CRANE NXT","EQUITY","Industrials","Equity","81,627,667.95","0.12","81,627,667.95","1,476,355.00","55.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","EQUITY","Information Technology","Equity","80,103,590.22","0.12","80,103,590.22","3,107,199.00","25.78","United States","NASDAQ","USD","1.00","USD","-"
"WERN","WERNER ENTERPRISES INC","EQUITY","Industrials","Equity","80,016,226.36","0.12","80,016,226.36","1,818,964.00","43.99","United States","NASDAQ","USD","1.00","USD","-"
"KD","KYNDRYL HOLDINGS INC","EQUITY","Information Technology","Equity","79,494,875.15","0.12","79,494,875.15","6,334,253.00","12.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALGM","ALLEGRO MICROSYSTEMS INC","EQUITY","Information Technology","Equity","79,384,863.53","0.12","79,384,863.53","2,014,333.00","39.41","United States","NASDAQ","USD","1.00","USD","-"
"GO","GROCERY OUTLET HOLDING CORP","EQUITY","Consumer Staples","Equity","78,679,403.40","0.12","78,679,403.40","2,738,580.00","28.73","United States","NASDAQ","USD","1.00","USD","-"
"LIVN","LIVANOVA PLC","EQUITY","Health Care","Equity","77,905,342.95","0.12","77,905,342.95","1,655,799.00","47.05","United States","NASDAQ","USD","1.00","USD","-"
"TCBI","TEXAS CAPITAL BANCSHARES INC","EQUITY","Financials","Equity","77,717,967.46","0.12","77,717,967.46","1,491,994.00","52.09","United States","NASDAQ","USD","1.00","USD","-"
"CRI","CARTERS INC","EQUITY","Consumer Discretionary","Equity","77,388,133.35","0.12","77,388,133.35","1,180,597.00","65.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASB","ASSOCIATED BANCORP","EQUITY","Financials","Equity","76,842,912.16","0.12","76,842,912.16","4,651,508.00","16.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBOC","INTERNATIONAL BANCSHARES CORP","EQUITY","Financials","Equity","76,733,608.50","0.11","76,733,608.50","1,633,325.00","46.98","United States","NASDAQ","USD","1.00","USD","-"
"MRCY","MERCURY SYSTEMS INC","EQUITY","Industrials","Equity","75,446,657.01","0.11","75,446,657.01","1,797,633.00","41.97","United States","NASDAQ","USD","1.00","USD","-"
"CATY","CATHAY GENERAL BANCORP","EQUITY","Financials","Equity","74,981,162.20","0.11","74,981,162.20","2,250,335.00","33.32","United States","NASDAQ","USD","1.00","USD","-"
"KSS","KOHLS CORP","EQUITY","Consumer Discretionary","Equity","74,954,985.60","0.11","74,954,985.60","3,417,920.00","21.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENV","ENVESTNET INC","EQUITY","Information Technology","Equity","74,633,187.08","0.11","74,633,187.08","1,406,051.00","53.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","EQUITY","Real Estate","Equity","74,220,768.45","0.11","74,220,768.45","4,984,605.00","14.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBLU","JETBLUE AIRWAYS CORP","EQUITY","Industrials","Equity","74,144,107.60","0.11","74,144,107.60","10,019,474.00","7.40","United States","NASDAQ","USD","1.00","USD","-"
"HELE","HELEN OF TROY LTD","EQUITY","Consumer Discretionary","Equity","73,280,861.55","0.11","73,280,861.55","742,235.00","98.73","United States","NASDAQ","USD","1.00","USD","-"
"PDCO","PATTERSON COMPANIES INC","EQUITY","Health Care","Equity","72,613,509.54","0.11","72,613,509.54","2,672,562.00","27.17","United States","NASDAQ","USD","1.00","USD","-"
"MAC","MACERICH REIT","EQUITY","Real Estate","Equity","72,051,199.41","0.11","72,051,199.41","6,652,927.00","10.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCM","R1 RCM INC","EQUITY","Health Care","Equity","71,860,270.30","0.11","71,860,270.30","4,252,087.00","16.90","United States","NASDAQ","USD","1.00","USD","-"
"PZZA","PAPA JOHNS INTERNATIONAL INC","EQUITY","Consumer Discretionary","Equity","70,891,809.12","0.11","70,891,809.12","994,554.00","71.28","United States","NASDAQ","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT INC","EQUITY","Real Estate","Equity","70,759,308.52","0.11","70,759,308.52","3,254,798.00","21.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","EQUITY","Consumer Discretionary","Equity","69,088,096.35","0.10","69,088,096.35","118,755.00","581.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENR","ENERGIZER HOLDINGS INC","EQUITY","Consumer Staples","Equity","67,875,989.40","0.10","67,875,989.40","2,054,980.00","33.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FULT","FULTON FINANCIAL CORP","EQUITY","Financials","Equity","65,743,796.56","0.10","65,743,796.56","5,184,842.00","12.68","United States","NASDAQ","USD","1.00","USD","-"
"DEI","DOUGLAS EMMETT REIT INC","EQUITY","Real Estate","Equity","65,639,086.07","0.10","65,639,086.07","5,438,201.00","12.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","EQUITY","Materials","Equity","65,376,151.89","0.10","65,376,151.89","2,856,101.00","22.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JWN","NORDSTROM INC","EQUITY","Consumer Discretionary","Equity","64,167,302.79","0.10","64,167,302.79","3,466,629.00","18.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FL","FOOT LOCKER INC","EQUITY","Consumer Discretionary","Equity","61,789,579.70","0.09","61,789,579.70","2,453,915.00","25.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPS","GAP INC","EQUITY","Consumer Discretionary","Equity","59,408,871.87","0.09","59,408,871.87","6,550,041.00","9.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNF","KNIFE RIVER CORP","EQUITY","Materials","Equity","58,079,800.45","0.09","58,079,800.45","1,574,405.00","36.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NGVT","INGEVITY CORP","EQUITY","Materials","Equity","58,043,477.73","0.09","58,043,477.73","1,086,753.00","53.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WOR","WORTHINGTON INDUSTRIES INC","EQUITY","Materials","Equity","57,024,545.82","0.09","57,024,545.82","938,058.00","60.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAN","DANA INCORPORATED INC","EQUITY","Consumer Discretionary","Equity","55,414,897.20","0.08","55,414,897.20","3,946,930.00","14.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRIP","TRIPADVISOR INC","EQUITY","Communication","Equity","53,648,910.30","0.08","53,648,910.30","3,241,626.00","16.55","United States","NASDAQ","USD","1.00","USD","-"
"NAVI","NAVIENT CORP","EQUITY","Financials","Equity","53,564,994.27","0.08","53,564,994.27","3,137,961.00","17.07","United States","NASDAQ","USD","1.00","USD","-"
"SITM","SITIME CORP","EQUITY","Information Technology","Equity","52,727,792.00","0.08","52,727,792.00","497,432.00","106.00","United States","NASDAQ","USD","1.00","USD","-"
"WLY","JOHN WILEY AND SONS INC CLASS A","EQUITY","Communication","Equity","51,359,782.10","0.08","51,359,782.10","1,324,730.00","38.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XRX","XEROX HOLDINGS CORP","EQUITY","Information Technology","Equity","50,520,695.68","0.08","50,520,695.68","3,469,828.00","14.56","United States","NASDAQ","USD","1.00","USD","-"
"GEF","GREIF INC CLASS A","EQUITY","Materials","Equity","49,372,376.20","0.07","49,372,376.20","792,494.00","62.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSCO","VICTORIA S SECRET","EQUITY","Consumer Discretionary","Equity","47,558,901.36","0.07","47,558,901.36","2,500,468.00","19.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","EQUITY","Health Care","Equity","45,745,281.09","0.07","45,745,281.09","3,055,797.00","14.97","United States","NASDAQ","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","EQUITY","Consumer Discretionary","Equity","45,242,864.75","0.07","45,242,864.75","5,837,789.00","7.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","EQUITY","Consumer Discretionary","Equity","41,673,819.20","0.06","41,673,819.20","5,869,552.00","7.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VICR","VICOR CORP","EQUITY","Industrials","Equity","38,459,047.77","0.06","38,459,047.77","689,601.00","55.77","United States","NASDAQ","USD","1.00","USD","-"
"PPC","PILGRIMS PRIDE CORP","EQUITY","Consumer Staples","Equity","31,713,454.20","0.05","31,713,454.20","1,388,505.00","22.84","United States","NASDAQ","USD","1.00","USD","-"
"WU","WESTERN UNION","SWAP","Financials","Equity","30,927,204.49","0.05","30,927,204.49","2,614,303.00","11.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPWR","SUNPOWER CORP","EQUITY","Industrials","Equity","29,297,719.44","0.04","29,297,719.44","2,634,687.00","11.12","United States","NASDAQ","USD","1.00","USD","-"
"CADE","CADENCE BANK","SWAP","Financials","Equity","20,903,481.76","0.03","20,903,481.76","1,018,192.00","20.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENV","ENVESTNET INC","SWAP","Information Technology","Equity","17,058,691.16","0.03","17,058,691.16","321,377.00","53.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JPMSW","CASH COLLATERAL USD JPMSW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","1,801,270.00","0.00","1,801,270.00","1,800,000.00","100.00","United States","-","USD","1.00","USD","May 01, 2002"
"UBSI","UNITED BANKSHARES INC","SWAP","Financials","Equity","1,325,572.75","0.00","1,325,572.75","40,525.00","32.71","United States","NASDAQ","USD","1.00","USD","-"
